Q0045	MT-CO1
YDL051W	HNRNPH3
YDL051W	HNRNPL
YDL051W	HNRNPM
YDL051W	HNRNPR
YDL051W	LARP6
YDL051W	LARP7
YDL051W	NONO
YDL051W	PABPC3
YDL051W	RBFOX3
YDL051W	RBM23
YDL051W	RBM26
YDL051W	RBM28
YDL051W	RBM39
YDL051W	RBMS1
YDL051W	RBMS2
YDL051W	RBMXL1
YDL051W	RBMY1A1
YDL051W	RBMY1D
YDL051W	RBMY1E
YDL051W	RBPMS
YDL051W	RNPC3
YDL051W	SART3
YDL051W	SCAF8
YDL051W	SF3B14
YDL051W	SF3B4
YDL051W	SNRNP35
YDL051W	SNRNP70
YDL051W	SNRPA
YDL051W	SNRPB2
YDL051W	SREK1
YDL051W	SSB
YDL051W	TUT1
YDL051W	U2AF1L4
YDL051W	U2SURP
YDL051W	ZCRB1
YDL051W	ZNF638
YDL051W	ZRSR2
YDL054C	FLVCR2
YDL054C	HIAT1
YDL054C	HIATL1
YDL054C	HIATL2
YDL054C	MFSD1
YDL054C	MFSD10
YDL054C	MFSD12
YDL054C	MFSD2A
YDL054C	MFSD3
YDL054C	MFSD4
YDL054C	MFSD5
YDL054C	MFSD6
YDL054C	MFSD7
YDL054C	MFSD8
YDL054C	MFSD9
YDL054C	SLC15A3
YDL054C	SLC15A4
YDL054C	SLC16A10
YDL054C	SLC16A11
YDL054C	SLC16A12
YDL054C	SLC16A14
YDL054C	SLC16A2
YDL054C	SLC16A4
YDL054C	SLC16A5
YDL054C	SLC16A6
YDL054C	SLC16A7
YDL054C	SLC17A1
YDL054C	SLC17A3
YDL054C	SLC17A5
YDL054C	SLC17A6
YDL054C	SLC17A8
YDL054C	SLC17A9
YDL054C	SLC18A1
YDL054C	SLC18B1
YDL054C	SLC22A1
YDL054C	SLC22A11
YDL054C	SLC22A13
YDL054C	SLC22A14
YDL054C	SLC22A15
YDL054C	SLC22A17
YDL054C	SLC22A18
YDL054C	SLC22A23
YDL054C	SLC22A24
YDL054C	SLC22A25
YDL054C	SLC22A6
YDL054C	SLC22A7
YDL054C	SLC22A9
YDL054C	SLC2A10
YDL054C	SLC2A11
YDL054C	SLC2A12
YDL054C	SLC2A13
YDL054C	SLC2A5
YDL054C	SLC2A6
YDL054C	SLC2A7
YDL054C	SLC37A1
YDL054C	SLC37A2
YDL054C	SLC37A3
YDL054C	SLC43A1
YDL054C	SLC43A2
YDL054C	SLC43A3
YDL054C	SLC45A1
YDL054C	SLC45A3
YDL054C	SLC45A4
YDL054C	SLC46A2
YDL054C	SLC46A3
YDL054C	SLCO1C1
YDL054C	SLCO2A1
YDL054C	SLCO2B1
YDL054C	SLCO3A1
YDL054C	SLCO4A1
YDL054C	SPNS1
YDL054C	SPNS2
YDL054C	SPNS3
YDL054C	SV2B
YDL054C	SV2C
YDL055C	GMPPA
YDL055C	GMPPB
YDL059C	RAD52
YDL059C	RDM1
YDL061C	MRPS14
YDL064W	CDC34
YDL065C	PEX19
YDL066W	IDH2
YDL066W	IDH3B
YDL066W	IDH3G
YDL078C	MDH1
YDL078C	MDH1B
YDL078C	MDH2
YDL079C	CLK1
YDL079C	CLK3
YDL079C	MAP3K12
YDL079C	MAP4K1
YDL079C	MAP4K3
YDL079C	MAP4K4
YDL079C	MAP4K5
YDL079C	MYO3B
YDL079C	OXSR1
YDL079C	STK10
YDL079C	STK39
YDL079C	TLK2
YDL081C	RPLP1
YDL081C	RPLP2
YDL084W	DDX23
YDL084W	DDX39A
YDL084W	DDX39B
YDL084W	DHX38
YDL084W	DHX8
YDL084W	SNRNP200
YDL085C-A	SERF2
YDL086W	LYPLAL1
YDL090C	FNTB
YDL091C	UBXN6
YDL092W	SRP14
YDL093W	POMT2
YDL093W	SDF2
YDL095W	POMT2
YDL095W	SDF2
YDL101C	CHEK1
YDL101C	CLK3
YDL101C	MDC1
YDL101C	NEK11
YDL101C	NEK7
YDL101C	PIM3
YDL101C	STK10
YDL101C	TLK1
YDL101C	TLK2
YDL102W	POLA1
YDL102W	POLD1
YDL102W	POLE
YDL102W	REV3L
YDL105W	EID3
YDL105W	NSMCE4A
YDL108W	CDK17
YDL108W	CDK8
YDL108W	CDK9
YDL108W	CLK1
YDL108W	CLK3
YDL108W	CLK4
YDL108W	DYRK1B
YDL108W	DYRK4
YDL108W	HIPK3
YDL108W	MAP3K2
YDL108W	PRPF4B
YDL108W	PSKH1
YDL108W	SIK3
YDL108W	TNNI3K
YDL111C	EXOSC7
YDL113C	SNX1
YDL113C	SNX15
YDL113C	SNX16
YDL113C	SNX17
YDL113C	SNX2
YDL113C	SNX27
YDL113C	SNX4
YDL113C	SNX8
YDL114W	DHRS7B
YDL114W	HSD17B13
YDL114W	HSDL2
YDL119C	MTCH2
YDL119C	SLC25A14
YDL119C	SLC25A19
YDL119C	SLC25A22
YDL119C	SLC25A23
YDL119C	SLC25A24
YDL119C	SLC25A25
YDL119C	SLC25A26
YDL119C	SLC25A3
YDL119C	SLC25A30
YDL119C	SLC25A31
YDL119C	SLC25A33
YDL119C	SLC25A34
YDL119C	SLC25A35
YDL119C	SLC25A36
YDL119C	SLC25A37
YDL119C	SLC25A39
YDL119C	SLC25A40
YDL119C	SLC25A41
YDL119C	SLC25A43
YDL119C	SLC25A44
YDL119C	SLC25A45
YDL119C	SLC25A46
YDL119C	SLC25A47
YDL119C	SLC25A48
YDL119C	SLC25A51
YDL119C	SLC25A52
YDL119C	SLC25A53
YDL122W	USP11
YDL122W	USP12
YDL122W	USP25
YDL122W	USP26
YDL122W	USP29
YDL122W	USP32
YDL122W	USP4
YDL122W	USP6
YDL125C	FHIT
YDL126C	VPS4A
YDL127W	CABLES2
YDL127W	CCNE2
YDL128W	SLC24A4
YDL132W	CACUL1
YDL132W	CUL2
YDL134C	PPP6C
YDL137W	SAR1A
YDL140C	POLR1A
YDL140C	ZNF768
YDL141W	HLCS
YDL141W	LIPT1
YDL141W	LIPT2
YDL143W	BBS12
YDL143W	CCT2
YDL143W	CCT3
YDL143W	CCT4
YDL143W	CCT5
YDL143W	CCT6A
YDL143W	CCT7
YDL143W	CCT8
YDL143W	TCP1
YDL145C	COPA
YDL145C	COPB2
YDL148C	NOP14
YDL149W	ATG9A
YDL149W	ATG9B
YDL154W	MSH5
YDL155W	CCNA1
YDL155W	CCNA2
YDL155W	CCNB3
YDL155W	CCNE2
YDL155W	CCNI2
YDL155W	CCNY
YDL155W	CCNYL1
YDL155W	CNTD2
YDL156W	CDRT1
YDL156W	DCAF12L1
YDL156W	LRBA
YDL156W	STRN4
YDL156W	TBL2
YDL156W	WDFY1
YDL156W	WDR36
YDL156W	WDR46
YDL156W	WDR55
YDL156W	WDR59
YDL156W	WDR74
YDL156W	WSB1
YDL160C	DDX6
YDL161W	CLINT1
YDL164C	LIG1
YDL164C	LIG3
YDL165W	CNOT2
YDL165W	CNOT3
YDL179W	CABLES2
YDL179W	CCNE2
YDL188C	PPP6C
YDL190C	STUB1
YDL190C	UBE4A
YDL192W	SAR1A
YDL195W	COPB2
YDL202W	MRPL10
YDL205C	HMBS
YDL207W	GLE1
YDL208W	NHP2
YDL209C	CELF2
YDL209C	CELF3
YDL209C	CELF5
YDL209C	CELF6
YDL209C	CPSF6
YDL209C	CPSF7
YDL209C	CSTF2
YDL209C	CSTF2T
YDL209C	ELAVL4
YDL209C	ESRP1
YDL209C	FUS
YDL209C	HNRNPA0
YDL209C	HNRNPA1L2
YDL209C	HNRNPA2B1
YDL209C	HNRNPA3
YDL209C	HNRNPC
YDL209C	HNRNPD
YDL209C	HNRNPF
YDL209C	HNRNPH1
YDL209C	HNRNPH2
YDL209C	HNRNPH3
YDL209C	HNRNPL
YDL209C	HNRNPM
YDL209C	HNRNPR
YDL209C	LARP7
YDL209C	NCBP2L
YDL209C	PABPC3
YDL209C	PTBP1
YDL209C	PTBP2
YDL209C	RALY
YDL209C	RBFOX3
YDL209C	RBM23
YDL209C	RBM25
YDL209C	RBM26
YDL209C	RBM28
YDL209C	RBM39
YDL209C	RBMS1
YDL209C	RBMS2
YDL209C	RBMXL1
YDL209C	RBMY1A1
YDL209C	RBMY1D
YDL209C	RBMY1E
YDL209C	RNPC3
YDL209C	SART3
YDL209C	SCAF8
YDL209C	SF3B14
YDL209C	SF3B4
YDL209C	SFPQ
YDL209C	SNRNP35
YDL209C	SNRNP70
YDL209C	SNRPA
YDL209C	SNRPB2
YDL209C	SREK1
YDL209C	SRSF11
YDL209C	SRSF12
YDL209C	SRSF2
YDL209C	SRSF3
YDL209C	SRSF4
YDL209C	SRSF6
YDL209C	SRSF7
YDL209C	SRSF9
YDL209C	SSB
YDL209C	SYNCRIP
YDL209C	TRA2A
YDL209C	TRA2B
YDL209C	TUT1
YDL209C	U2AF1
YDL209C	U2AF1L4
YDL209C	U2AF2
YDL209C	U2SURP
YDL209C	ZCRB1
YDL209C	ZRSR2
YDL214C	LRRK1
YDL214C	MAP3K3
YDL214C	MAPK4
YDL214C	RPS6KC1
YDL217C	TIMM22
YDL219W	DTD1
YDL220C	POT1
YDL225W	SEPT1
YDL225W	SEPT10
YDL225W	SEPT12
YDL225W	SEPT14
YDL225W	SEPT3
YDL229W	HSPA14
YDL230W	PTPN12
YDL230W	PTPN13
YDL230W	PTPN18
YDL230W	PTPN21
YDL230W	PTPN4
YDL230W	PTPN5
YDL230W	PTPN7
YDL230W	PTPN9
YDL230W	PTPRB
YDL230W	PTPRH
YDL230W	PTPRN2
YDL230W	PTPRR
YDL234C	TBC1D4
YDL236W	LHPP
YDL238C	GDA
YDL240W	ARAP2
YDL240W	ARHGAP1
YDL240W	ARHGAP11A
YDL240W	ARHGAP11B
YDL240W	ARHGAP12
YDL240W	ARHGAP17
YDL240W	ARHGAP18
YDL240W	ARHGAP19
YDL240W	ARHGAP20
YDL240W	ARHGAP25
YDL240W	ARHGAP28
YDL240W	ARHGAP29
YDL240W	ARHGAP30
YDL240W	ARHGAP31
YDL240W	ARHGAP32
YDL240W	ARHGAP36
YDL240W	ARHGAP40
YDL240W	ARHGAP44
YDL240W	ARHGAP8
YDL240W	ARHGAP9
YDL240W	CHN2
YDL240W	DEPDC1B
YDL240W	FAM13A
YDL240W	FAM13B
YDL240W	GMIP
YDL240W	HMHA1
YDL240W	MYO9A
YDL240W	SRGAP1
YDL240W	SRGAP3
YDL240W	STARD13
YDL240W	STARD8
YDL240W	SYDE1
YDL240W	SYDE2
YDL240W	TAGAP
YDL243C	AKR7A2
YDL243C	AKR7A3
YDL245C	SLC2A10
YDL245C	SLC2A11
YDL245C	SLC2A12
YDL245C	SLC2A5
YDL245C	SLC2A6
YDL245C	SLC2A7
YDL245C	SLC37A3
YDL247W	MFSD9
YDL247W	SLC17A5
YDL247W	SLC22A1
YDL247W	SLC22A15
YDL247W	SLC22A17
YDL247W	SLC22A23
YDL247W	SLC22A24
YDL247W	SLC22A25
YDL247W	SLC22A31
YDL247W	SLC22A7
YDL247W	SLC22A9
YDL247W	SLC2A10
YDL247W	SLC2A11
YDL247W	SLC2A12
YDL247W	SLC2A13
YDL247W	SLC2A5
YDL247W	SLC2A6
YDL247W	SLC2A7
YDL247W	SLC37A3
YDL247W	SLCO1C1
YDL247W	SPNS1
YDL247W	SPNS2
YDL247W	SPNS3
YDL247W	SV2B
YDL247W	SV2C
YDR004W	RAD51
YDR004W	RAD51B
YDR004W	RAD51D
YDR004W	XRCC3
YDR005C	MAF1
YDR009W	GALK1
YDR009W	GALK2
YDR012W	MRPL4
YDR013W	GINS3
YDR013W	GINS4
YDR018C	AGPAT3
YDR018C	AGPAT4
YDR018C	AGPAT5
YDR018C	LPCAT2
YDR018C	LPCAT4
YDR018C	LPGAT1
YDR019C	AMT
YDR019C	DMGDH
YDR019C	IBA57
YDR019C	PDPR
YDR019C	SARDH
YDR023W	EPRS
YDR023W	FARSA
YDR023W	GARS
YDR023W	HARS
YDR023W	HARS2
YDR023W	PARS2
YDR023W	SARS
YDR023W	SARS2
YDR023W	TARS
YDR023W	TARS2
YDR023W	TARSL2
YDR025W	MRPS17
YDR030C	DDB2
YDR030C	WDR33
YDR036C	ECH1
YDR036C	ECHDC2
YDR036C	ECHS1
YDR036C	ECI1
YDR037W	DARS
YDR037W	DARS2
YDR037W	FARSA
YDR037W	KARS
YDR037W	NARS
YDR037W	NARS2
YDR041W	MRPL48
YDR041W	MRPS10
YDR045C	POLR3K
YDR045C	TCEA2
YDR045C	TCEA3
YDR045C	ZNRD1
YDR046C	SLC7A1
YDR046C	SLC7A10
YDR046C	SLC7A3
YDR046C	SLC7A4
YDR047W	UROD
YDR054C	CDC34
YDR054C	UBE2D2
YDR054C	UBE2E1
YDR054C	UBE2L3
YDR054C	UBE2S
YDR054C	UBE2W
YDR057W	ERLEC1
YDR059C	UBE2D2
YDR060W	NOC4L
YDR062W	SPTLC1
YDR062W	SPTLC2
YDR062W	SPTLC3
YDR063W	COTL1
YDR064W	MRPS15
YDR069C	USP1
YDR069C	USP10
YDR069C	USP11
YDR069C	USP12
YDR069C	USP20
YDR069C	USP21
YDR069C	USP25
YDR069C	USP26
YDR069C	USP29
YDR069C	USP32
YDR069C	USP33
YDR069C	USP4
YDR069C	USP6
YDR072C	PPAP2C
YDR072C	SGMS1
YDR072C	SGMS2
YDR072C	SGPP1
YDR072C	SGPP2
YDR076W	RAD51
YDR076W	RAD51B
YDR076W	RAD51D
YDR079C-A	GTF2H5
YDR080W	ATG16L1
YDR080W	VPS18
YDR087C	RRP1
YDR087C	RRP1B
YDR092W	CDC34
YDR092W	UBE2D2
YDR092W	UBE2F
YDR092W	UBE2M
YDR092W	UBE2R2
YDR092W	UBE2T
YDR092W	UBE2W
YDR093W	ATP10B
YDR093W	ATP10D
YDR093W	ATP11A
YDR093W	ATP11C
YDR093W	ATP8A1
YDR093W	ATP9A
YDR093W	ATP9B
YDR097C	MSH3
YDR097C	MSH5
YDR097C	MSH5-SAPCD1
YDR116C	MRPL1
YDR117C	DENR
YDR119W	MFSD11
YDR128W	CDRT1
YDR128W	DCAF12L1
YDR128W	LRBA
YDR128W	STRN4
YDR128W	TBL2
YDR128W	WDFY1
YDR128W	WDR36
YDR128W	WDR46
YDR128W	WDR55
YDR128W	WDR59
YDR128W	WDR74
YDR128W	WSB1
YDR135C	ABCA3
YDR135C	ABCB1
YDR135C	ABCC1
YDR135C	ABCC6
YDR138W	THOC1
YDR139C	DDI1
YDR139C	DDI2
YDR139C	SUMO2
YDR139C	SUMO3
YDR139C	SUMO4
YDR141C	DOPEY1
YDR142C	WDR24
YDR144C	BACE1
YDR144C	BACE2
YDR144C	NAPSA
YDR144C	PGA3
YDR144C	PGA4
YDR144C	PGA5
YDR144C	PGC
YDR146C	BCL6B
YDR146C	FIZ1
YDR146C	GTF3A
YDR146C	HIVEP2
YDR146C	INSM2
YDR146C	KLF12
YDR146C	KLF14
YDR146C	KLF8
YDR146C	PRDM10
YDR146C	PRDM15
YDR146C	RBAK
YDR146C	SCRT1
YDR146C	SP4
YDR146C	SP5
YDR146C	ZBTB12
YDR146C	ZBTB24
YDR146C	ZBTB34
YDR146C	ZBTB37
YDR146C	ZBTB41
YDR146C	ZBTB44
YDR146C	ZBTB45
YDR146C	ZBTB46
YDR146C	ZBTB47
YDR146C	ZBTB49
YDR146C	ZBTB6
YDR146C	ZBTB8B
YDR146C	ZFP1
YDR146C	ZFP14
YDR146C	ZFP2
YDR146C	ZFP28
YDR146C	ZFP30
YDR146C	ZFP37
YDR146C	ZFP62
YDR146C	ZFP64
YDR146C	ZFP69
YDR146C	ZFP82
YDR146C	ZFP92
YDR146C	ZFX
YDR146C	ZFY
YDR146C	ZIK1
YDR146C	ZIM2
YDR146C	ZIM3
YDR146C	ZNF10
YDR146C	ZNF100
YDR146C	ZNF101
YDR146C	ZNF112
YDR146C	ZNF114
YDR146C	ZNF117
YDR146C	ZNF12
YDR146C	ZNF121
YDR146C	ZNF124
YDR146C	ZNF133
YDR146C	ZNF134
YDR146C	ZNF138
YDR146C	ZNF14
YDR146C	ZNF140
YDR146C	ZNF143
YDR146C	ZNF146
YDR146C	ZNF154
YDR146C	ZNF155
YDR146C	ZNF16
YDR146C	ZNF169
YDR146C	ZNF17
YDR146C	ZNF177
YDR146C	ZNF180
YDR146C	ZNF181
YDR146C	ZNF182
YDR146C	ZNF184
YDR146C	ZNF19
YDR146C	ZNF195
YDR146C	ZNF2
YDR146C	ZNF205
YDR146C	ZNF208
YDR146C	ZNF211
YDR146C	ZNF212
YDR146C	ZNF214
YDR146C	ZNF217
YDR146C	ZNF221
YDR146C	ZNF222
YDR146C	ZNF224
YDR146C	ZNF225
YDR146C	ZNF226
YDR146C	ZNF227
YDR146C	ZNF229
YDR146C	ZNF23
YDR146C	ZNF230
YDR146C	ZNF233
YDR146C	ZNF234
YDR146C	ZNF235
YDR146C	ZNF236
YDR146C	ZNF239
YDR146C	ZNF248
YDR146C	ZNF25
YDR146C	ZNF250
YDR146C	ZNF251
YDR146C	ZNF253
YDR146C	ZNF254
YDR146C	ZNF257
YDR146C	ZNF26
YDR146C	ZNF264
YDR146C	ZNF266
YDR146C	ZNF268
YDR146C	ZNF273
YDR146C	ZNF275
YDR146C	ZNF276
YDR146C	ZNF28
YDR146C	ZNF282
YDR146C	ZNF283
YDR146C	ZNF284
YDR146C	ZNF285
YDR146C	ZNF286A
YDR146C	ZNF286B
YDR146C	ZNF30
YDR146C	ZNF300
YDR146C	ZNF302
YDR146C	ZNF304
YDR146C	ZNF311
YDR146C	ZNF317
YDR146C	ZNF319
YDR146C	ZNF32
YDR146C	ZNF320
YDR146C	ZNF322
YDR146C	ZNF324
YDR146C	ZNF324B
YDR146C	ZNF329
YDR146C	ZNF331
YDR146C	ZNF333
YDR146C	ZNF334
YDR146C	ZNF337
YDR146C	ZNF33A
YDR146C	ZNF33B
YDR146C	ZNF34
YDR146C	ZNF341
YDR146C	ZNF343
YDR146C	ZNF347
YDR146C	ZNF350
YDR146C	ZNF354B
YDR146C	ZNF354C
YDR146C	ZNF362
YDR146C	ZNF37A
YDR146C	ZNF382
YDR146C	ZNF383
YDR146C	ZNF391
YDR146C	ZNF398
YDR146C	ZNF404
YDR146C	ZNF407
YDR146C	ZNF41
YDR146C	ZNF410
YDR146C	ZNF415
YDR146C	ZNF416
YDR146C	ZNF417
YDR146C	ZNF418
YDR146C	ZNF419
YDR146C	ZNF420
YDR146C	ZNF425
YDR146C	ZNF426
YDR146C	ZNF429
YDR146C	ZNF43
YDR146C	ZNF430
YDR146C	ZNF431
YDR146C	ZNF432
YDR146C	ZNF433
YDR146C	ZNF436
YDR146C	ZNF439
YDR146C	ZNF44
YDR146C	ZNF440
YDR146C	ZNF441
YDR146C	ZNF442
YDR146C	ZNF454
YDR146C	ZNF460
YDR146C	ZNF461
YDR146C	ZNF467
YDR146C	ZNF468
YDR146C	ZNF470
YDR146C	ZNF471
YDR146C	ZNF479
YDR146C	ZNF48
YDR146C	ZNF480
YDR146C	ZNF484
YDR146C	ZNF485
YDR146C	ZNF486
YDR146C	ZNF490
YDR146C	ZNF491
YDR146C	ZNF492
YDR146C	ZNF493
YDR146C	ZNF497
YDR146C	ZNF501
YDR146C	ZNF502
YDR146C	ZNF506
YDR146C	ZNF510
YDR146C	ZNF514
YDR146C	ZNF516
YDR146C	ZNF517
YDR146C	ZNF519
YDR146C	ZNF524
YDR146C	ZNF525
YDR146C	ZNF526
YDR146C	ZNF527
YDR146C	ZNF528
YDR146C	ZNF529
YDR146C	ZNF530
YDR146C	ZNF534
YDR146C	ZNF543
YDR146C	ZNF544
YDR146C	ZNF546
YDR146C	ZNF547
YDR146C	ZNF548
YDR146C	ZNF549
YDR146C	ZNF550
YDR146C	ZNF551
YDR146C	ZNF552
YDR146C	ZNF554
YDR146C	ZNF555
YDR146C	ZNF556
YDR146C	ZNF557
YDR146C	ZNF559
YDR146C	ZNF560
YDR146C	ZNF561
YDR146C	ZNF562
YDR146C	ZNF563
YDR146C	ZNF564
YDR146C	ZNF565
YDR146C	ZNF566
YDR146C	ZNF567
YDR146C	ZNF568
YDR146C	ZNF569
YDR146C	ZNF57
YDR146C	ZNF570
YDR146C	ZNF572
YDR146C	ZNF573
YDR146C	ZNF574
YDR146C	ZNF575
YDR146C	ZNF576
YDR146C	ZNF577
YDR146C	ZNF578
YDR146C	ZNF579
YDR146C	ZNF580
YDR146C	ZNF581
YDR146C	ZNF582
YDR146C	ZNF583
YDR146C	ZNF584
YDR146C	ZNF585A
YDR146C	ZNF585B
YDR146C	ZNF586
YDR146C	ZNF587
YDR146C	ZNF587B
YDR146C	ZNF589
YDR146C	ZNF594
YDR146C	ZNF595
YDR146C	ZNF596
YDR146C	ZNF597
YDR146C	ZNF599
YDR146C	ZNF600
YDR146C	ZNF605
YDR146C	ZNF606
YDR146C	ZNF607
YDR146C	ZNF610
YDR146C	ZNF611
YDR146C	ZNF613
YDR146C	ZNF614
YDR146C	ZNF615
YDR146C	ZNF616
YDR146C	ZNF619
YDR146C	ZNF620
YDR146C	ZNF621
YDR146C	ZNF623
YDR146C	ZNF624
YDR146C	ZNF625
YDR146C	ZNF626
YDR146C	ZNF627
YDR146C	ZNF629
YDR146C	ZNF630
YDR146C	ZNF641
YDR146C	ZNF646
YDR146C	ZNF648
YDR146C	ZNF649
YDR146C	ZNF652
YDR146C	ZNF653
YDR146C	ZNF655
YDR146C	ZNF658
YDR146C	ZNF660
YDR146C	ZNF662
YDR146C	ZNF665
YDR146C	ZNF667
YDR146C	ZNF668
YDR146C	ZNF669
YDR146C	ZNF670
YDR146C	ZNF671
YDR146C	ZNF672
YDR146C	ZNF674
YDR146C	ZNF676
YDR146C	ZNF677
YDR146C	ZNF678
YDR146C	ZNF679
YDR146C	ZNF680
YDR146C	ZNF681
YDR146C	ZNF682
YDR146C	ZNF683
YDR146C	ZNF684
YDR146C	ZNF689
YDR146C	ZNF69
YDR146C	ZNF692
YDR146C	ZNF695
YDR146C	ZNF696
YDR146C	ZNF699
YDR146C	ZNF70
YDR146C	ZNF700
YDR146C	ZNF701
YDR146C	ZNF705A
YDR146C	ZNF705B
YDR146C	ZNF705D
YDR146C	ZNF707
YDR146C	ZNF708
YDR146C	ZNF709
YDR146C	ZNF71
YDR146C	ZNF710
YDR146C	ZNF711
YDR146C	ZNF713
YDR146C	ZNF714
YDR146C	ZNF716
YDR146C	ZNF717
YDR146C	ZNF720
YDR146C	ZNF721
YDR146C	ZNF724P
YDR146C	ZNF726
YDR146C	ZNF727
YDR146C	ZNF728
YDR146C	ZNF729
YDR146C	ZNF730
YDR146C	ZNF732
YDR146C	ZNF736
YDR146C	ZNF737
YDR146C	ZNF740
YDR146C	ZNF746
YDR146C	ZNF747
YDR146C	ZNF749
YDR146C	ZNF76
YDR146C	ZNF763
YDR146C	ZNF764
YDR146C	ZNF765
YDR146C	ZNF766
YDR146C	ZNF768
YDR146C	ZNF770
YDR146C	ZNF771
YDR146C	ZNF772
YDR146C	ZNF773
YDR146C	ZNF774
YDR146C	ZNF775
YDR146C	ZNF776
YDR146C	ZNF778
YDR146C	ZNF780A
YDR146C	ZNF780B
YDR146C	ZNF781
YDR146C	ZNF782
YDR146C	ZNF783
YDR146C	ZNF784
YDR146C	ZNF785
YDR146C	ZNF786
YDR146C	ZNF787
YDR146C	ZNF788
YDR146C	ZNF789
YDR146C	ZNF790
YDR146C	ZNF791
YDR146C	ZNF792
YDR146C	ZNF793
YDR146C	ZNF799
YDR146C	ZNF80
YDR146C	ZNF805
YDR146C	ZNF808
YDR146C	ZNF81
YDR146C	ZNF812
YDR146C	ZNF813
YDR146C	ZNF814
YDR146C	ZNF816
YDR146C	ZNF823
YDR146C	ZNF827
YDR146C	ZNF829
YDR146C	ZNF83
YDR146C	ZNF835
YDR146C	ZNF836
YDR146C	ZNF837
YDR146C	ZNF84
YDR146C	ZNF841
YDR146C	ZNF844
YDR146C	ZNF845
YDR146C	ZNF846
YDR146C	ZNF85
YDR146C	ZNF850
YDR146C	ZNF852
YDR146C	ZNF860
YDR146C	ZNF865
YDR146C	ZNF878
YDR146C	ZNF879
YDR146C	ZNF880
YDR146C	ZNF891
YDR146C	ZNF90
YDR146C	ZNF91
YDR146C	ZNF92
YDR146C	ZNF93
YDR146C	ZNF98
YDR146C	ZNF99
YDR147W	CHKB
YDR147W	ETNK1
YDR148C	DLAT
YDR152W	RWDD2B
YDR163W	CWC15
YDR164C	SCFD2
YDR164C	VPS33B
YDR164C	VPS45
YDR167W	TAF10
YDR171W	HSPB6
YDR171W	HSPB8
YDR171W	HSPB9
YDR172W	EEF1A1
YDR172W	EEF2
YDR172W	EIF5B
YDR172W	GSPT2
YDR177W	CDC34
YDR177W	UBE2D2
YDR177W	UBE2L3
YDR177W	UBE2W
YDR178W	SDHD
YDR188W	BBS12
YDR188W	CCT2
YDR188W	CCT3
YDR188W	CCT4
YDR188W	CCT5
YDR188W	CCT6A
YDR188W	CCT7
YDR188W	CCT8
YDR188W	TCP1
YDR191W	SIRT5
YDR194C	DDX23
YDR194C	DDX24
YDR194C	DDX46
YDR194C	DDX47
YDR194C	DDX51
YDR194C	DDX54
YDR194C	DDX56
YDR194C	DDX6
YDR194C	DHX15
YDR194C	DHX16
YDR194C	DHX35
YDR194C	DHX38
YDR194C	DHX8
YDR194C	DHX9
YDR194C	RECQL5
YDR194C	SKIV2L2
YDR194C	SNRNP200
YDR194C	TTF2
YDR196C	COASY
YDR196C	DCAKD
YDR204W	COQ4
YDR211W	EIF5
YDR212W	BBS12
YDR212W	CCT2
YDR212W	CCT3
YDR212W	CCT4
YDR212W	CCT5
YDR212W	CCT6A
YDR212W	CCT7
YDR212W	CCT8
YDR212W	TCP1
YDR214W	AHSA1
YDR217C	POLL
YDR217C	REV1
YDR217C	RFC1
YDR217C	TOPBP1
YDR219C	FBXL12
YDR219C	FBXL4
YDR219C	FBXW5
YDR224C	DRAP1
YDR224C	HIST3H3
YDR225W	DRAP1
YDR225W	HIST3H3
YDR226W	AK1
YDR226W	AK2
YDR226W	AK5
YDR226W	SPEF2
YDR232W	ALAS1
YDR236C	RFK
YDR238C	COPG2
YDR243C	DDX23
YDR243C	DHX35
YDR243C	DHX8
YDR243C	SNRNP200
YDR246W	TRAPPC1
YDR246W	TRAPPC2L
YDR246W	TRAPPC2P1
YDR246W	TRAPPC4
YDR247W	CDK17
YDR247W	CDK18
YDR247W	CDKL1
YDR247W	CLK1
YDR247W	CLK3
YDR247W	DYRK1A
YDR247W	DYRK4
YDR247W	GSG2
YDR247W	MAP3K12
YDR247W	MAP3K8
YDR247W	MAPK4
YDR247W	MAPK6
YDR247W	MLK4
YDR247W	MOK
YDR247W	NEK3
YDR247W	NEK4
YDR247W	PBK
YDR247W	PIM3
YDR247W	PKN3
YDR247W	PLK4
YDR247W	PSKH1
YDR247W	PTK6
YDR247W	SCYL3
YDR247W	SIK3
YDR247W	STK10
YDR247W	STK16
YDR247W	STK33
YDR247W	TNNI3K
YDR247W	TP53RK
YDR247W	VRK1
YDR257C	SMYD5
YDR258C	LONP1
YDR259C	BACH1
YDR259C	CREB5
YDR259C	TEF
YDR263C	ASTE1
YDR263C	GEN1
YDR264C	ZDHHC15
YDR264C	ZDHHC3
YDR265W	PEX10
YDR265W	PEX12
YDR267C	CDRT1
YDR267C	DCAF12L1
YDR267C	LRBA
YDR267C	STRN4
YDR267C	TBL2
YDR267C	WDFY1
YDR267C	WDR36
YDR267C	WDR46
YDR267C	WDR55
YDR267C	WDR59
YDR267C	WDR74
YDR267C	WSB1
YDR268W	WARS2
YDR268W	YARS
YDR268W	YARS2
YDR270W	ATOX1
YDR270W	ATP7B
YDR280W	EXOSC7
YDR283C	ARAF
YDR283C	CDK17
YDR283C	CDK18
YDR283C	CDKL3
YDR283C	CLK1
YDR283C	CLK3
