Q0045		MT-CO1
YOR065W		CYC1
YOR067C		ALG8
YOR069W		SNX1
YOR069W		SNX2
YOR069W		SNX32
YOR069W		SNX5
YOR069W		SNX6
YOR070C		TBC1D13
YOR070C		TBC1D22A
YOR070C		TBC1D22B
YOR070C		TBC1D5
YOR074C		TYMS
YOR077W		KIN
YOR079C		SLC39A9
YOR085W		MAGT1
YOR085W		TUSC3
YOR086C		ESYT1
YOR086C		ESYT2
YOR086C		ESYT3
YOR086C		MCTP1
YOR086C		MCTP2
YOR089C		RAB17
YOR089C		RAB22A
YOR089C		RAB31
YOR089C		RAB5A
YOR089C		RAB5B
YOR089C		RAB5C
YOR090C		PDP1
YOR090C		PDP2
YOR091W		ZC3H15
YOR093C		DIP2A
YOR093C		DIP2B
YOR093C		DIP2C
YOR094W		ARL10
YOR094W		ARL9
YOR095C		RPIA
YOR096W		RPS7
YOR098C		NUP153
YOR100C		SLC25A15
YOR100C		SLC25A2
YOR100C		SLC25A20
YOR101W		RALA
YOR101W		RALB
YOR101W		RRAS
YOR101W		RRAS2
YOR103C		DAD1
YOR109W		INPP5J
YOR109W		INPP5K
YOR109W		SYNJ1
YOR109W		SYNJ2
YOR111W		ASMT
YOR111W		ASMTL
YOR112W		SCYL1
YOR115C		TRAPPC6A
YOR115C		TRAPPC6B
YOR116C		POLR2A
YOR116C		POLR3A
YOR117W		ATAD3A
YOR117W		ATAD3B
YOR117W		ATAD3C
YOR117W		PSMC3
YOR119C		RIOK1
YOR119C		RIOK3
YOR123C		LEO1
YOR124C		USP25
YOR124C		USP28
YOR125C		COQ7
YOR126C		IAH1
YOR127W		ARHGAP30
YOR127W		ARHGAP31
YOR127W		ARHGAP32
YOR127W		ARHGAP33
YOR127W		RALBP1
YOR133W		EEF2
YOR136W		IDH3A
YOR141C		ACTR8
YOR142W		ACLY
YOR142W		SUCLG1
YOR143C		TPK1
YOR145C		PNO1
YOR149C		PIGZ
YOR150W		MRPL13
YOR151C		POLR2B
YOR154W		SUCO
YOR156C		PIAS1
YOR156C		PIAS2
YOR156C		PIAS3
YOR156C		PIAS4
YOR156C		ZMIZ1
YOR156C		ZMIZ2
YOR157C		PSMB10
YOR157C		PSMB7
YOR159C		SNRPE
YOR160W		IPO13
YOR160W		TNPO3
YOR161C		SLC44A1
YOR161C		SLC44A2
YOR161C		SLC44A3
YOR161C		SLC44A4
YOR161C		SLC44A5
YOR164C		GET4
YOR167C		RPS28
YOR168W		QARS
YOR171C		AGK
YOR171C		CERK
YOR171C		CERKL
YOR171C		SPHK1
YOR171C		SPHK2
YOR173W		DCPS
YOR175C		LPCAT3
YOR175C		MBOAT1
YOR175C		MBOAT2
YOR175C		MBOAT4
YOR175C		MBOAT7
YOR176W		FECH
YOR180C		CDY1
YOR180C		CDY1B
YOR180C		CDY2A
YOR180C		CDY2B
YOR180C		CDYL
YOR180C		CDYL2
YOR180C		ECHDC3
YOR180C		ECI2
YOR181W		CHAMP1
YOR181W		FLJ22184
YOR182C		AP000769.1
YOR182C		FAU
YOR184W		PSAT1
YOR185C		RAB23
YOR185C		RAN
YOR187W		EEFSEC
YOR187W		TUFM
YOR191W		TTF2
YOR194C		GTF2A1
YOR194C		GTF2A1L
YOR194C		STON1
YOR194C		STON1-GTF2A1L
YOR194C		STON2
YOR196C		LIAS
YOR201C		MRM1
YOR204W		DDX3X
YOR204W		DDX3Y
YOR204W		DDX4
YOR204W		DDX41
YOR206W		NOC2L
YOR207C		POLR3B
YOR210W		POLR2L
YOR211C		OPA1
YOR212W		GNB1
YOR212W		GNB2
YOR212W		GNB3
YOR212W		GNB4
YOR212W		GNB5
YOR212W		WDR47
YOR217W		ATAD5
YOR217W		RFC1
YOR219C		DPP10
YOR219C		DPP4
YOR219C		DPP6
YOR219C		DPP8
YOR219C		DPP9
YOR219C		FAP
YOR222W		RP11-113D6.10
YOR222W		SLC25A21
YOR222W		SLC25A51
YOR222W		SLC25A52
YOR222W		SLC25A53
YOR224C		POLR2H
YOR226C		ISCU
YOR232W		GRPEL1
YOR232W		GRPEL2
YOR233W		TSSK1B
YOR233W		TSSK2
YOR233W		TSSK3
YOR233W		TSSK4
YOR233W		TSSK6
YOR234C		RPL35A
YOR236W		DHFR
YOR236W		DHFRL1
YOR239W		METTL2A
YOR239W		METTL2B
YOR239W		METTL6
YOR239W		METTL8
YOR241W		FPGS
YOR243C		PUS7
YOR243C		PUS7L
YOR244W		KAT5
YOR244W		KAT6A
YOR244W		KAT6B
YOR244W		KAT7
YOR244W		KAT8
YOR245C		AWAT1
YOR245C		AWAT2
YOR245C		DGAT2
YOR245C		DGAT2L6
YOR245C		DGAT2L7P
YOR245C		MOGAT1
YOR245C		MOGAT2
YOR245C		MOGAT3
YOR246C		DHRS12
YOR246C		DHRS13
YOR246C		DHRSX
YOR246C		WWOX
YOR250C		CLP1
YOR251C		MPST
YOR251C		TST
YOR254C		SEC63
YOR257W		CETN1
YOR257W		CETN2
YOR257W		CETN3
YOR257W		EFCAB2
YOR258W		APTX
YOR258W		PNKP
YOR259C		PSMC6
YOR260W		EIF2B3
YOR261C		COPS6
YOR261C		EIF3F
YOR261C		PSMD7
YOR262W		GPN2
YOR265W		TBCA
YOR270C		ATP6V0A1
YOR270C		ATP6V0A2
YOR270C		ATP6V0A4
YOR270C		TCIRG1
YOR271C		SFXN1
YOR271C		SFXN2
YOR271C		SFXN3
YOR271C		SFXN4
YOR271C		SFXN5
YOR272W		WDR12
YOR272W		WDR37
YOR274W		TRIT1
YOR275C		PDCD6IP
YOR275C		PTPN23
YOR278W		UROS
YOR280C		OVCA2
YOR281C		PDC
YOR281C		PDCL
YOR281C		PDCL2
YOR281C		PDCL3
YOR283W		C12ORF5
YOR285W		TSTD1
YOR286W		TSTD1
YOR287C		RRP36
YOR289W		AMMECR1
YOR289W		AMMECR1L
YOR290C		SMARCA2
YOR290C		SMARCA4
YOR291W		ATP13A2
YOR291W		ATP13A3
YOR291W		ATP13A4
YOR291W		ATP13A5
YOR293W		RPS10
YOR294W		RRS1
YOR298C-A		EDF1
YOR304W		SMARCA1
YOR304W		SMARCA5
YOR308C		SART1
YOR310C		NOP58
YOR312C		RPL18A
YOR316C		SLC30A1
YOR316C		SLC30A10
YOR316C		SLC30A2
YOR316C		SLC30A3
YOR316C		SLC30A4
YOR316C		SLC30A8
YOR317W		ACSL3
YOR317W		ACSL4
YOR319W		CPSF6
YOR319W		CPSF7
YOR319W		MAPK1IP1L
YOR319W		SF3B4
YOR321W		POMT2
YOR323C		ALDH18A1
YOR326W		MYO5A
YOR326W		MYO5B
YOR326W		MYO5C
YOR326W		MYO7A
YOR326W		MYO7B
YOR327C		RP11-599B13.6
YOR327C		VAMP1
YOR327C		VAMP2
YOR327C		VAMP3
YOR327C		VAMP4
YOR327C		VAMP5
YOR327C		VAMP8
YOR330C		POLG
YOR332W		ATP6V1E1
YOR332W		ATP6V1E2
YOR334W		MRS2
YOR335C		AARS
YOR335C		AARS2
YOR336W		UGGT1
YOR336W		UGGT2
YOR339C		UBE2C
YOR339C		UBE2U
YOR341W		POLR1A
YOR346W		POLH
YOR346W		POLI
YOR346W		POLK
YOR346W		REV1
YOR347C		PKLR
YOR347C		PKM
YOR351C		MYLK2
YOR351C		MYLK3
YOR351C		MYLK4
YOR356W		ETFDH
YOR357C		SNX10
YOR357C		SNX11
YOR357C		SNX12
YOR357C		SNX3
YOR358W		NFYC
YOR358W		POLE4
YOR361C		EIF3B
YOR362C		PSMA3
YOR367W		CNN1
YOR367W		CNN2
YOR367W		CNN3
YOR367W		TAGLN
YOR367W		TAGLN2
YOR367W		TAGLN3
YOR369C		RPS12
YOR374W		ALDH1A1
YOR374W		ALDH1A2
YOR374W		ALDH1A3
YOR374W		ALDH1B1
YOR374W		ALDH1L1
YOR374W		ALDH1L2
YOR374W		ALDH2
YOR374W		RP11-162P23.2
YOR375C		GLUD1
YOR375C		GLUD2
YOR386W		CRY1
YOR386W		CRY2
YOR393W		ENO1
YOR393W		ENO2
YOR393W		ENO3
YOR393W		ENO4
YPL001W		HAT1
YPL002C		SNF8
YPL003W		NAE1
YPL006W		NPC1
YPL006W		NPC1L1
YPL006W		PTCH1
YPL006W		PTCH2
YPL008W		BRIP1
YPL008W		DDX11
YPL008W		RTEL1
YPL008W		RTEL1-TNFRSF6B
YPL009C		NEMF
YPL010W		COPZ1
YPL010W		COPZ2
YPL012W		RRP12
YPL013C		MRPS16
YPL015C		SIRT2
YPL015C		SIRT3
YPL015C		SIRT4
YPL015C		SIRT5
YPL020C		SENP1
YPL020C		SENP2
YPL020C		SENP3
YPL020C		SENP5
YPL022W		ERCC4
YPL028W		ACAA2
YPL028W		ACAT1
YPL028W		ACAT2
YPL029W		SUPV3L1
YPL030W		TRMT44
YPL031C		CDK10
YPL031C		CDK11A
YPL031C		CDK11B
YPL037C		BTF3
YPL037C		BTF3L4
YPL040C		IARS2
YPL042C		CDK19
YPL042C		CDK8
YPL043W		RBM28
YPL045W		VPS16
YPL046C		TCEB1
YPL048W		EEF1G
YPL048W		HSA-MIR-3654
YPL051W		ARFRP1
YPL051W		ARL13A
YPL051W		ARL13B
YPL059W		GLRX5
YPL060W		MRS2
YPL061W		ALDH1A1
YPL061W		ALDH1A2
YPL061W		ALDH1A3
YPL061W		ALDH1B1
YPL061W		ALDH1L1
YPL061W		ALDH1L2
YPL061W		ALDH2
YPL061W		RP11-162P23.2
YPL063W		TIMM50
YPL065W		VPS28
YPL069C		GGPS1
YPL074W		FIGN
YPL074W		FIGNL1
YPL074W		IQCA1
YPL074W		SPAST
YPL079W		RPL21
YPL081W		RPS9
YPL082C		BTAF1
YPL082C		SMARCAL1
YPL082C		ZRANB3
YPL084W		RHPN1
YPL084W		RHPN2
YPL086C		ELP3
YPL087W		ACER1
YPL087W		ACER2
YPL087W		ACER3
YPL088W		AKR7A2
YPL088W		AKR7A3
YPL088W		KCNAB1
YPL088W		KCNAB2
YPL088W		KCNAB3
YPL089C		MEF2A
YPL089C		MEF2B
YPL089C		MEF2C
YPL089C		MEF2D
YPL090C		RPS6
YPL091W		GSR
YPL091W		TXNRD1
YPL091W		TXNRD2
YPL091W		TXNRD3
YPL093W		GTPBP4
YPL094C		SEC62
YPL095C		ABHD1
YPL095C		ABHD15
YPL095C		ABHD2
YPL095C		ABHD3
YPL096W		NGLY1
YPL097W		YARS2
YPL098C		ROMO1
YPL100W		WDR45
YPL100W		WDR45L
YPL100W		WIPI1
YPL100W		WIPI2
YPL103C		NAPEPLD
YPL104W		DARS2
YPL105C		GIGYF1
YPL105C		GIGYF2
YPL106C		HSPA4
YPL106C		HSPA4L
YPL106C		HSPH1
YPL106C		HYOU1
YPL109C		ADCK2
YPL110C		GPCPD1
YPL111W		AGMAT
YPL111W		ARG1
YPL111W		ARG2
YPL117C		IDI1
YPL117C		IDI2
YPL119C		DDX3X
YPL119C		DDX3Y
YPL119C		DDX4
YPL119C		DDX41
YPL120W		BECN1
YPL122C		GTF2H4
YPL125W		IPO11
YPL127C		H1F0
YPL127C		H1FOO
YPL127C		H1FX
YPL127C		HIST1H1T
YPL131W		RPL5
YPL132W		COX11
YPL134C		RP11-113D6.10
YPL134C		SLC25A21
YPL134C		SLC25A51
YPL134C		SLC25A52
YPL134C		SLC25A53
YPL135W		ISCU
YPL141C		TSSK1B
YPL141C		TSSK2
YPL141C		TSSK3
YPL141C		TSSK4
YPL141C		TSSK6
YPL143W		RPL35A
YPL146C		GLTSCR2
YPL147W		ABCD1
YPL147W		ABCD2
YPL147W		ABCD3
YPL147W		ABCD4
YPL149W		ATG5
YPL150W		TSSK1B
YPL150W		TSSK2
YPL150W		TSSK3
YPL150W		TSSK4
YPL150W		TSSK6
YPL151C		PLRG1
YPL151C		WDR83
YPL153C		PHKG1
YPL153C		PHKG2
YPL154C		CTSD
YPL154C		NAPSA
YPL154C		REN
YPL155C		CENPE
YPL155C		KIF6
YPL155C		KIF9
YPL157W		TGS1
YPL160W		LARS
YPL162C		TMEM110
YPL162C		TMEM110-MUSTN1
YPL164C		MLH3
YPL167C		KIAA2022
YPL167C		REV3L
YPL169C		NXF1
YPL169C		NXF2
YPL169C		NXF2B
YPL169C		NXF3
YPL169C		NXF5
YPL170W		CYB5D2
YPL170W		NENF
YPL170W		PGRMC1
YPL170W		PGRMC2
YPL172C		COX10
YPL174C		CEP350
YPL175W		PIGA
YPL177C		TGIF1
YPL177C		TGIF2
YPL177C		TGIF2LX
YPL177C		TGIF2LY
YPL178W		NCBP2
YPL178W		NCBP2L
YPL183C		WDR6
YPL183W-A		MRPL36
YPL189W		HHAT
YPL189W		HHATL
YPL190C		CCER1
YPL190C		PELP1
YPL191C		FAM63A
YPL191C		FAM63B
YPL195W		AP3D1
YPL196W		C20ORF118
YPL196W		KIAA1609
YPL196W		NCOA7
YPL196W		OXR1
YPL198W		RPL7
YPL198W		RPL7L1
YPL203W		PRKACA
YPL203W		PRKACB
YPL203W		PRKACG
YPL203W		PRKG1
YPL203W		PRKG2
YPL203W		PRKX
YPL204W		CSNK1A1
YPL204W		CSNK1A1L
YPL204W		CSNK1D
YPL204W		CSNK1E
YPL204W		CSNK1G1
YPL204W		CSNK1G2
YPL204W		CSNK1G3
YPL207W		TYW1
YPL209C		AURKA
YPL209C		AURKB
YPL209C		AURKC
YPL209C		STK36
YPL210C		SRP72
YPL211W		NIP7
YPL212C		PUS1
YPL215W		UQCC
YPL217C		BMS1
YPL218W		SAR1A
YPL218W		SAR1B
YPL220W		RPL10A
YPL222W		RP3-402G11.5
YPL225W		CXORF26
YPL227C		ALG5
YPL232W		STX11
YPL232W		STX19
YPL232W		STX1A
YPL232W		STX1B
YPL232W		STX2
YPL232W		STX3
YPL232W		STX4
YPL235W		RUVBL2
YPL236C		STK16
YPL237W		EIF2S2
YPL240C		HSP90AA1
YPL240C		HSP90AB1
YPL240C		HSP90B1
YPL240C		TRAP1
YPL242C		IQGAP1
YPL242C		IQGAP2
YPL242C		IQGAP3
YPL243W		SRP68
YPL244C		SLC35B1
YPL244C		SLC35B2
YPL244C		SLC35B3
YPL247C		DCAF7
YPL249C		EVI5
YPL249C		EVI5L
YPL249C		RABGAP1
YPL249C		RABGAP1L
YPL249C		TBC1D12
YPL249C		TBC1D14
YPL249C-A		RPL36
YPL252C		FDX1
YPL252C		FDX1L
YPL259C		AP1M1
YPL259C		AP1M2
YPL259C		AP2M1
YPL259C		AP3M1
YPL259C		AP3M2
YPL259C		AP4M1
YPL262W		FH
YPL263C		KLHDC4
YPL264C		SLC35G1
YPL266W		DIMT1
YPL266W		TFB1M
YPL268W		PLCE1
YPL270W		ABCB10
YPL270W		ABCB8
YPL270W		ABCB9
YPL270W		TAP1
YPL270W		TAP2
YPL281C		ENO1
YPL281C		ENO2
YPL281C		ENO3
YPL281C		ENO4
YPR004C		ETFA
YPR010C		POLR1B
YPR011C		SLC25A43
YPR016C		EIF6
YPR018W		CHAF1A
YPR019W		MCM4
YPR019W		MCM8
YPR019W		MCM9
YPR021C		SLC25A12
YPR021C		SLC25A13
YPR021C		SLC25A18
YPR021C		SLC25A22
YPR021C		SLC25A44
YPR023C		MORF4L1
YPR023C		MORF4L2
YPR023C		MSL3
YPR024W		YME1L1
YPR025C		CCNH
YPR026W		ATHL1
YPR028W		REEP1
YPR028W		REEP2
YPR028W		REEP3
YPR028W		REEP4
YPR028W		REEP5
YPR028W		REEP6
YPR029C		AP1G1
YPR029C		AP1G2
YPR029C		AP4E1
YPR031W		BRD1
YPR031W		BRPF1
YPR031W		BRPF3
YPR031W		PHF15
YPR031W		PHF16
YPR031W		PHF17
YPR033C		HARS
YPR033C		HARS2
YPR035W		GLUL
YPR036W		ATP6V1H
YPR040W		TIPRL
YPR041W		EIF5
YPR043W		RPL37A
YPR045C		LENG8
YPR047W		ALG9
YPR047W		FARS2
YPR047W		FDXACB1
YPR048W		NDOR1
YPR051W		NAA30
YPR052C		HMGB4
YPR052C		TOX
YPR052C		TOX2
YPR052C		TOX3
YPR052C		TOX4
YPR054W		UHMK1
YPR055W		EXOC4
YPR056W		GTF2H3
YPR058W		SLC25A29
YPR058W		SLC25A45
YPR058W		SLC25A47
YPR058W		SLC25A48
YPR066W		UBA3
YPR067W		ISCA2
YPR068C		HDAC11
YPR069C		SRM
YPR072W		CNOT3
YPR073C		ACP1
YPR074C		TKT
YPR074C		TKTL1
YPR074C		TKTL2
YPR080W		EEF1A1
YPR080W		EEF1A2
YPR081C		GARS
YPR082C		TXNL4A
YPR082C		TXNL4B
YPR086W		GTF2B
YPR088C		SRP54
YPR091C		TEX2
YPR094W		PHF5A
YPR102C		RPL11
YPR103W		PSMB11
YPR103W		PSMB5
YPR103W		PSMB8
YPR105C		COG4
YPR107C		CPSF4
YPR107C		CPSF4L
YPR107C		ZC3H3
YPR108W		GPS1
YPR108W		PSMD6
YPR110C		POLR1C
YPR111W		MASTL
YPR112C		RBM19
YPR113W		CDIPT
YPR117W		KIAA0100
YPR118W		MRI1
YPR119W		CCNA1
YPR119W		CCNA2
YPR119W		CCNB1
YPR119W		CCNB2
YPR119W		CCNB3
YPR119W		CCNF
YPR120C		CCNA1
YPR120C		CCNA2
YPR120C		CCNB1
YPR120C		CCNB2
YPR120C		CCNB3
YPR120C		CCNF
YPR125W		LETM1
YPR125W		LETM2
YPR129W		LSM14A
YPR129W		LSM14B
YPR131C		NAA20
YPR132W		RPS23
YPR133C		IWS1
YPR135W		WDHD1
YPR137W		RRP9
YPR140W		TAZ
YPR141C		KIF25
YPR141C		KIFC1
YPR141C		KIFC2
YPR141C		KIFC3
YPR143W		RRP15
YPR144C		NOC4L
YPR145W		ASNS
YPR160W		PYGB
YPR160W		PYGL
YPR160W		PYGM
YPR161C		CDKL1
YPR161C		CDKL2
YPR161C		CDKL3
YPR161C		CDKL4
YPR161C		CDKL5
YPR162C		ORC4
YPR165W		RHOA
YPR165W		RHOB
YPR165W		RHOC
YPR165W		RHOD
YPR165W		RHOF
YPR168W		MED10
YPR173C		KATNA1
YPR173C		KATNAL1
YPR173C		KATNAL2
YPR173C		RP11-343C2.3
YPR173C		VPS4A
YPR173C		VPS4B
YPR175W		POLE2
YPR176C		PGGT1B
YPR176C		RABGGTB
YPR178W		PRPF4
YPR178W		SNRNP40
YPR178W		WDR5
YPR178W		WDR5B
YPR180W		SAE1
YPR181C		SEC23A
YPR181C		SEC23B
YPR182W		LSM6
YPR182W		SNRPF
YPR183W		DPM1
YPR184W		AGL
YPR187W		POLR2F
YPR189W		TTC37
YPR190C		POLR3C
YPR192W		AQP1
YPR192W		AQP2
YPR192W		AQP4
YPR192W		AQP5
YPR192W		AQP6
YPR192W		AQP8
YPR192W		MIP
